protein_id	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_r3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|O00743-3|PPP6_HUMAN	9.67164	10.1713	10.0587	9.19728	10.3139	10.0917	9.07851	11.495	9.78762	10.4397	9.52061	9.14351	8.17527	10.7779	9.05433	11.3405	10.3819	10.189	10.2288	10.8828
sp|O00748|EST2_HUMAN	9.7654	10.0147	10.5502	10.5622	9.57556	10.2678	11.2139	9.24267	10.8501	10.9432	11.4028	9.86923	9.04129	10.5607	10.4269	8.56261	9.29615	9.68522	10.5178	7.65171
sp|O00754|MA2B1_HUMAN	9.49917	9.61853	9.76769	10.21	9.43087	11.5356	9.54871	11.4791	9.84682	11.9134	10.0193	10.3593	9.69344	9.66739	9.99721	9.88424	9.13777	9.65704	9.34567	9.38881
sp|O00763|ACACB_HUMAN	8.9658	10.8484	9.25107	10.5657	9.79529	10.4352	9.56003	10.2768	10.7888	10.9837	10.9508	10.6373	9.7399	9.10945	10.101	9.74196	9.88668	9.44671	9.36802	9.54719
sp|O00764|PDXK_HUMAN	9.86718	9.00792	10.1061	9.02469	9.54873	10.4299	9.74939	10.4863	10.0527	10.0039	9.8813	9.36025	10.1562	10.3796	9.82082	10.87	9.72785	10.826	10.0285	10.6727
sp|O00767|ACOD_HUMAN	8.4629	10.3641	8.89135	8.95773	9.35817	10.7701	6.60545	11.8692	11.5469	9.3097	12.8672	9.88651	9.8173	9.95327	5.89312	14.053	8.90592	11.5116	7.83783	13.1386
sp|O14495|LPP3_HUMAN	7.77328	11.1103	8.487	14.7691	8.83674	14.5051	7.22475	11.2501	13.5916	12.1961	13.7519	12.1586	8.3393	8.46923	8.29908	7.74546	7.47584	7.70252	9.44485	6.86911
sp|O14497|ARI1A_HUMAN	9.90247	10.2253	9.84087	10.2684	10.3638	9.89629	10.1886	9.52743	9.95785	9.75086	10.0955	10.3941	11.2	8.83867	10.2951	9.8195	10.2342	9.63055	9.81212	9.7584
sp|O14521|DHSD_HUMAN	10.8054	8.24988	10.3115	10.8715	8.68153	11.1204	9.6337	5.07704	9.02365	10.5493	10.0921	11.5157	10.9284	9.92549	12.2618	9.08115	9.08949	11.6265	11.2799	9.8757
sp|O14523-2|C2C2L_HUMAN	10.3804	10.5062	7.8443	11.4043	9.54228	10.5776	10.5539	9.79776	10.4951	9.75971	13.217	10.7727	8.592	9.72374	10.0705	9.16341	10.8692	9.55363	8.32575	8.85047
sp|O14530|TXND9_HUMAN	10.0952	9.88477	9.83452	9.72121	10.9861	9.48436	9.66176	9.78841	10.1305	9.06799	9.35534	10.5395	10.659	9.18757	10.0174	10.4486	10.9875	9.51693	9.9582	10.6751
sp|O14531|DPYL4_HUMAN	11.3066	9.2118	11.44	8.99962	9.19734	10.8537	9.56446	10.9647	9.80587	10.2488	9.60519	9.69085	8.45847	10.1257	9.76694	8.95319	10.8952	9.89651	12.3837	8.63138
sp|O14544|SOCS6_HUMAN	9.13481	9.82514	8.90632	10.8039	10.6778	9.87942	9.61438	10.5674	10.7492	10.3995	11.0726	9.68567	10.5728	9.40354	10.4775	10.2053	10.6479	8.70988	9.22388	9.44315
sp|O14545|TRAD1_HUMAN	9.80741	10.6751	10.1698	10.345	11.0209	9.98486	9.26498	10.5411	9.49069	9.37637	9.78881	10.7157	10.6196	9.47131	9.23705	9.88744	10.4467	9.10707	10.2354	9.81479
sp|O14548|COX7R_HUMAN	9.61186	10.2245	9.54434	10.2754	9.77628	11.3295	9.29663	12.0983	9.66302	11.7422	10.2397	9.91691	10.0069	9.34777	9.8564	10.0679	8.68778	9.61016	9.69787	9.00661
sp|O14556|G3PT_HUMAN	10.2792	10.1606	10.5046	9.55037	10.4169	9.38083	10.1146	9.87002	9.33196	9.51966	9.64415	10.0033	9.05777	10.9925	10.3285	9.39871	11.4101	9.45052	11.2948	9.29094
sp|O14558|HSPB6_HUMAN	11.2615	9.73404	13.6555	10.6933	10.7723	8.29374	12.2096	7.62376	9.72081	8.44789	9.80579	8.41253	13.0547	9.18144	10.1949	7.31796	10.2025	9.33105	9.63301	10.4536
sp|O14561|ACPM_HUMAN	10.3742	10.5895	9.59751	13.0999	10.1323	11.5404	8.56902	10.1927	9.70739	11.006	10.9207	11.5139	10.3939	8.39885	11.7709	8.00994	7.87039	9.98705	10.2671	6.05827
sp|O14562|UBFD1_HUMAN	9.87748	9.99059	9.72065	10.9157	9.76839	10.7269	9.1759	10.5206	9.72086	10.4168	10.2117	10.9237	10.2847	9.76228	9.78291	9.63249	9.27024	10.1817	9.68107	9.43528
sp|O14576|DC1I1_HUMAN	9.21151	10.3402	8.71545	11.7165	9.64224	10.8691	9.44829	10.8575	11.01	9.56605	11.139	10.07	9.68199	9.62666	8.78503	9.21965	10.9302	9.12213	9.95	10.0985
sp|O14578-4|CTRO_HUMAN	10.0211	8.26875	9.03718	6.36172	8.88912	11.8542	6.60972	13.2932	9.099	11.7787	5.61841	15.2626	8.75222	10.0588	6.26671	14.2096	9.31122	11.9669	9.6159	13.725
sp|O14579|COPE_HUMAN	10.4799	9.75104	10.3048	11.2405	9.53671	9.2965	8.60312	9.99948	10.7296	9.73638	9.04684	10.082	10.8434	9.2485	9.37143	10.0389	10.026	10.3519	9.72763	11.5853
sp|O14617-5|AP3D1_HUMAN	9.88576	9.77429	9.58766	9.72445	10.0868	9.46826	9.86491	9.76119	10.6966	9.35721	10.3381	9.62101	9.99499	10.4697	9.87847	10.9211	10.0135	10.2529	9.77715	10.5259
sp|O14618|CCS_HUMAN	9.66187	10.3838	9.9585	10.5701	9.52124	10.3601	10.2982	9.55813	9.28264	10.4213	9.3551	10.5557	9.27655	10.8412	10.1115	9.37947	9.95529	10.2959	10.1062	10.1071
sp|O14639|ABLM1_HUMAN	10.4303	10.1212	9.9364	9.75122	9.81548	9.9667	10.1668	10.0124	9.97804	9.76287	10.4229	9.7593	9.78717	9.7028	10.377	9.79994	10.2038	10.2317	10.1931	9.58095
sp|O14639-5|ABLM1_HUMAN	10.5115	8.69587	10.3272	10.4951	8.60695	13.3959	10.4072	7.5266	9.61307	11.1557	12.0225	10.4946	8.28619	9.20074	10.8543	9.22488	10.1464	10.3877	9.1121	9.53562
sp|O14640|DVL1_HUMAN	10.2026	10.2871	10.1586	10.3591	10.0984	9.00102	10.8567	9.39052	10.2159	8.82705	10.2773	8.62335	10.5838	10.2859	11.3534	9.2361	10.1809	10.3174	10.4364	9.30858
sp|O14641|DVL2_HUMAN	11.0567	11.0324	10.0478	9.49823	9.694	9.41216	9.12831	10.7422	9.07958	9.07511	10.0756	10.7142	10.7716	9.86821	9.29752	10.776	9.02256	10.9876	9.66958	10.0506
sp|O14647|CHD2_HUMAN	10.0159	9.68897	10.566	9.3136	9.60027	10.2886	9.84632	10.784	9.80258	10.7637	9.40497	10.3564	9.36331	9.86592	9.79422	9.94857	10.5235	10.0873	10.4886	9.49732
sp|O14653-2|GOSR2_HUMAN	10.2172	9.62123	10.9322	11.1615	10.0255	9.09541	9.29177	8.19176	11.1431	8.70758	8.57547	9.19154	10.489	9.74911	11.2697	8.84086	10.3813	10.5706	9.63483	12.9104
sp|O14656|TOR1A_HUMAN	8.21618	10.9322	9.31912	9.79387	10.1579	9.87574	10.142	9.76428	11.2826	11.0314	9.86233	10.5661	8.99467	10.8704	10.2037	11.0978	8.09884	10.54	8.76229	10.4886
sp|O14657|TOR1B_HUMAN	9.68647	10.3613	9.45529	10.4619	9.73952	11.106	11.0759	10.2383	10.3651	10.7816	9.68232	10.5973	10.2026	10.3305	11.0085	9.60653	7.97076	9.45612	8.43343	9.44058
sp|O14662|STX16_HUMAN	9.2457	10.5099	10.5172	10.9425	9.77769	9.55137	9.5919	10.6172	9.91608	10.489	7.76509	9.81861	9.1167	10.6827	10.212	9.5242	11.0596	9.65117	10.0852	10.9261
sp|O14672|ADA10_HUMAN	8.73552	10.1824	9.01611	9.90157	9.60999	11.793	9.81036	11.1971	10.8378	11.475	10.4513	11.3491	9.77465	9.25502	10.0284	9.5679	9.41924	8.91741	9.60978	9.06829
sp|O14678|ABCD4_HUMAN	8.83019	9.15651	9.61571	10.3014	9.34299	12.1572	10.5336	11.3329	9.39891	10.808	9.70113	11.5267	10.6859	10.2278	10.9881	9.07813	9.52838	9.86409	9.04772	7.87456
sp|O14681|EI24_HUMAN	10.5616	9.9685	10.6666	7.90601	10.1791	8.9822	8.54717	10.7435	9.70453	8.58751	8.69699	8.8583	12.3027	10.0092	9.63666	12.3913	9.55234	10.1524	10.5004	12.0531
sp|O14683|P5I11_HUMAN	10.797	9.40849	10.5714	9.69083	9.35814	8.50539	8.58974	9.73662	9.08256	8.52238	9.74792	9.31566	12.9503	9.81704	10.2181	10.2703	11.8748	9.68396	10.8725	10.987
sp|O14730|RIOK3_HUMAN	10.7723	9.36904	11.0719	9.64266	9.31495	9.85187	9.87545	8.4974	9.71149	9.96743	9.87289	9.98202	9.6387	10.7732	10.1432	9.86042	9.71849	10.8826	11.0471	10.007
sp|O14734|ACOT8_HUMAN	12.2864	4.14372	11.468	5.02355	10.3154	12.5415	10.9958	10.6941	4.97047	10.3983	5.45638	11.4546	12.0842	11.3754	11.7539	10.8537	10.4514	11.4332	11.599	10.7009
sp|O14735|CDIPT_HUMAN	9.92167	9.95608	9.4212	10.5431	9.5002	10.5975	9.05938	9.96865	9.18479	10.6075	9.59581	10.6328	10.136	10.9051	10.3339	10.0554	9.45965	9.73155	9.61279	10.7768
sp|O14737|PDCD5_HUMAN	8.82584	9.86784	9.24048	11.1558	10.5766	10.0747	11.0004	10.1844	11.3956	9.54759	8.35135	9.22968	10.3173	8.97893	10.3688	10.5047	10.8443	9.57132	8.56211	11.4023
sp|O14744|ANM5_HUMAN	9.88171	9.82789	9.85632	9.34798	9.79142	10.0492	9.64944	10.0492	9.84089	9.92323	9.75705	10.1648	9.37014	10.71	10.0096	10.4948	10.2196	10.386	10.2798	10.391
sp|O14745|NHRF1_HUMAN	9.37691	8.52167	9.46659	9.66309	7.21342	9.63529	8.2195	12.1984	10.1588	10.9509	9.67661	10.1424	7.88894	12.1577	8.88056	10.7331	10.9552	13.1412	9.29495	11.7247
sp|O14772|FPGT_HUMAN	9.61975	10.4175	10.4654	9.61054	9.72024	9.8607	10.084	10.8542	10.0285	11.4234	9.72949	9.77559	9.65363	9.89499	10.2492	9.40227	10.1157	9.26559	10.4262	9.40312
sp|O14773|TPP1_HUMAN	9.44323	9.78364	9.86018	10.6391	9.37426	10.9944	10.6411	9.61791	9.91156	11.4027	10.008	9.55349	8.71098	11.0002	10.4624	9.64027	9.26962	10.1094	10.2027	9.37483
sp|O14776|TCRG1_HUMAN	9.94195	10.3411	9.83034	9.59362	10.0034	9.95995	10.2021	10.108	9.58319	10.2036	9.43104	10.1457	9.73997	10.0803	9.66798	10.1889	9.91265	10.2338	10.4449	10.3876
sp|O14777|NDC80_HUMAN	10.7621	8.16659	9.70728	7.82997	9.18825	11.9425	7.02348	13.528	8.52616	13.0666	6.36579	12.9024	7.22715	10.3582	7.22077	13.9545	8.98402	11.7784	10.2193	11.2485
sp|O14786|NRP1_HUMAN	9.13474	9.72342	9.56788	9.87071	10.1416	11.2404	9.93898	10.0037	9.75832	11.2963	9.47258	10.6276	9.83506	10.0173	10.1026	10.3072	9.14761	9.70518	9.77866	10.3301
sp|O14787|TNPO2_HUMAN	9.82843	9.28996	9.94302	9.41216	10.1621	10.0177	9.82032	11.3212	10.1413	10.0946	9.36762	10.0665	9.297	10.5572	9.13355	10.5739	10.382	10.2299	9.70289	10.6589
sp|O14802|RPC1_HUMAN	9.72502	10.7004	10.2227	9.39693	9.27713	10.0925	10.1778	9.99399	10.3948	10.1479	9.13656	10.1918	9.61307	10.4593	9.60025	10.3964	9.25479	10.3351	10.3599	10.5237
sp|O14807|RASM_HUMAN	10.5194	10.5126	9.70658	10.0845	11.9298	9.01515	11.4913	9.2477	10.1442	9.85829	10.419	10.6538	10.3713	8.12173	11.8829	8.30042	11.8993	7.62829	9.24207	8.97182
sp|O14818|PSA7_HUMAN	9.67348	10.1187	10.1135	9.88276	9.64972	10.3829	9.47279	10.2794	9.53344	10.5418	8.9361	9.61758	8.8453	10.9754	9.44311	10.8858	9.61365	10.6656	9.93619	11.4327
sp|O14828|SCAM3_HUMAN	9.66844	9.73303	9.35644	9.90584	10.0467	9.69615	9.87741	10.5304	10.6387	9.14717	9.92334	9.55797	10.6255	10.4174	9.58177	11.1185	9.60494	10.4219	9.4311	10.7172
sp|O14832|PAHX_HUMAN	9.87854	6.94773	10.7649	7.4179	9.60537	8.91868	10.2644	8.35481	7.33459	8.35874	7.13016	8.08815	8.96758	15.5219	11.0714	13.3884	9.28851	15.1784	11.063	12.457
sp|O14841|OPLA_HUMAN	9.72942	10.0839	9.74918	9.82799	9.47197	10.393	9.99167	9.76455	9.89121	10.5701	9.82509	10.7844	9.26848	10.4156	10.2115	9.9917	9.78213	10.3942	10.2265	9.62737
sp|O14874|BCKD_HUMAN	8.76927	11.7546	9.6104	10.5287	11.2032	8.75439	9.09258	9.45193	12.1677	9.66028	10.1908	9.8482	10.7003	8.12963	9.11716	11.7727	10.1901	8.67046	9.43588	10.9516
sp|O14880|MGST3_HUMAN	10.1917	9.07126	9.17103	10.6492	8.17182	10.8752	9.6896	9.10586	9.67497	10.9026	10.0166	10.6714	10.0156	12.2988	9.90844	11.0202	8.1107	10.6875	9.19076	10.5768
sp|O14896|IRF6_HUMAN	8.9311	10.9361	9.56052	11.4676	9.3575	11.6226	8.36714	10.6823	10.4754	11.0379	11.3493	10.9744	8.36629	10.4577	9.29463	9.87965	9.43379	9.3817	10.8083	7.61611
sp|O14907|TX1B3_HUMAN	9.84799	10.0985	10.1876	10.5504	10.9478	9.25948	9.83126	9.48509	10.7251	8.77003	10.6201	9.45874	10.9371	8.97073	10.4793	9.8046	10.6036	9.83969	9.29506	10.2879
sp|O14908|GIPC1_HUMAN	9.81919	9.21567	9.97158	9.83964	9.9006	9.90588	9.64401	9.41039	10.2127	9.6231	9.36119	9.80415	9.90465	10.3894	10.063	10.3656	10.6658	10.3629	10.7965	10.744
sp|O14910|LIN7A_HUMAN	9.81322	9.94774	9.93726	10.1535	9.1836	12.4056	9.46507	10.9115	10.645	10.0158	9.98325	9.68737	10.6756	7.77497	9.84664	9.38241	8.81997	10.7184	9.62194	11.011
sp|O14920|IKKB_HUMAN	10.1568	11.188	9.75934	10.1162	9.23084	9.6942	10.0007	10.0549	10.1992	10.2534	9.39835	10.6316	10.7978	8.72761	10.5141	10.3573	10.1318	9.62031	9.22046	9.94708
sp|O14925|TIM23_HUMAN	8.31251	10.0663	8.98683	9.41245	9.29382	9.37708	9.54842	9.20265	10.3075	9.47466	10.1199	9.15518	9.20986	12.4066	9.42471	12.6478	9.71241	11.8393	8.66062	12.8414
sp|O14929|HAT1_HUMAN	9.5331	9.41733	10.1548	9.81409	10.151	12.8381	9.54711	10.8343	10.6158	11.7481	8.26109	12.5082	9.40244	7.88821	10.1228	9.81627	9.8228	8.58322	8.90145	10.0399
sp|O14933|UB2L6_HUMAN	8.68449	10.7978	9.25255	10.6373	8.31349	11.1156	7.71756	10.4801	10.3226	12.1316	7.83539	10.5454	6.72105	11.8551	7.53755	12.9593	8.8722	11.1861	10.0801	12.9548
sp|O14936|CSKP_HUMAN	9.84142	9.65566	9.55358	9.78571	9.7017	10.9383	10.2306	9.94272	9.84042	10.7108	10.2944	11.024	9.57587	9.89379	10.3441	9.47974	9.91054	9.93155	10.0226	9.32244
sp|O14949|QCR8_HUMAN	8.97802	10.4644	9.44254	11.7136	9.18581	10.561	8.64778	8.80977	10.6634	11.5772	9.23894	10.4467	8.17327	11.6098	9.63787	10.8601	7.37516	11.4119	9.48863	11.7141
sp|O14950|ML12B_HUMAN	11.8006	9.22711	12.2653	11.0364	13.145	6.80749	10.7099	10.7416	10.6936	6.86627	10.1479	8.04114	14.4959	5.84126	10.4161	7.89568	13.7989	7.32377	9.45134	9.29465
sp|O14958|CASQ2_HUMAN	9.53064	9.64548	11.8546	10.0977	10.8502	8.11866	8.40614	9.48673	9.69837	9.85668	10.8269	9.72877	11.2353	9.7169	8.60222	9.36451	12.1818	9.16595	11.3625	10.2699
sp|O14964|HGS_HUMAN	9.91556	10.2978	9.88893	9.76958	10.0223	9.54486	10.0454	10.0216	9.53005	9.94063	10.0276	9.86505	9.5133	10.5605	10.1307	9.94322	10.6029	10.072	10.5835	9.72433
sp|O14966|RAB7L_HUMAN	9.42158	8.91626	7.95376	10.1502	9.69865	8.30255	9.93292	8.974	9.36847	7.5566	9.75605	9.11341	8.84183	13.4506	9.51416	12.3376	9.88346	14.56	8.60909	13.6588
sp|O14967|CLGN_HUMAN	8.46369	11.0496	9.47555	10.2275	9.83956	11.1023	8.62667	11.7041	10.7413	11.8808	10.2412	11.7609	8.07389	10.0377	9.39172	9.78433	9.35744	9.4537	9.29989	9.48813
sp|O14972|DSCR3_HUMAN	9.76923	9.51237	8.99636	10.4514	9.25107	10.6338	9.93499	10.0066	10.4074	11.2497	9.41899	10.8399	9.72006	10.622	9.32968	10.8556	8.9533	9.88114	10.1925	9.97399
sp|O14974|MYPT1_HUMAN	10.1496	10.3608	10.2754	9.36877	10.3268	9.21163	9.99393	9.72526	9.60823	9.54152	10.0579	9.98829	9.77812	9.94984	10.0668	10.0006	11.1357	9.93768	10.45	10.073
sp|O14976|GAK_HUMAN	9.73965	9.6439	10.0231	9.60938	10.3503	10.2403	11.0857	9.33079	10.2865	10.1486	9.92774	10.227	10.1896	9.23551	10.338	9.70459	10.5982	9.56742	10.1446	9.60907
sp|O14979|HNRDL_HUMAN	9.64927	10.6898	9.81834	9.80305	10.382	9.916	9.87042	10.4793	9.65493	10.1816	9.94512	9.79557	9.6233	10.2119	9.89314	10.5439	10.33	9.36121	10.0612	9.78998
sp|O14980|XPO1_HUMAN	10.3976	9.04794	10.6193	9.75754	9.0851	10.6342	9.12035	9.79816	9.79354	10.6008	8.77094	10.2079	9.5296	11.066	9.60192	10.6184	9.01575	10.8294	10.117	11.3885
sp|O14981|BTAF1_HUMAN	10.0093	10.1012	9.79868	9.83896	9.91487	10.1442	9.68658	10.0293	10.6258	10.1346	9.69242	10.3401	9.48505	9.64903	10.4302	9.96109	10.0594	9.87663	10.4263	9.79643
sp|O15013|ARHGA_HUMAN	10.2028	9.74479	10.9158	9.16751	9.60026	10.8948	9.37917	10.8222	10.568	10.5539	9.08575	9.79399	8.86371	10.0971	10.6125	9.22933	9.95136	9.52323	11.652	9.34165
sp|O15020|SPTN2_HUMAN	10.0948	9.90736	10.0299	9.74158	10.2241	9.96019	9.13536	11.1581	9.66256	10.137	10.1393	10.7717	9.83039	9.98033	9.81957	9.65768	10.4871	9.71619	9.68931	9.85756
sp|O15021|MAST4_HUMAN	9.6122	10.4163	10.462	8.21092	10.9657	9.75137	9.61078	10.6623	10.2014	9.18306	9.68495	10.9286	10.6723	9.81843	9.81985	9.85577	9.50383	9.87543	10.3411	10.4237
sp|O15027-5|SC16A_HUMAN	10.3601	10.0445	10.1733	9.52071	9.60889	10.0337	10.0407	10.0391	9.64524	9.71008	9.95612	10.0509	9.25685	10.0353	9.77961	9.75518	11.0326	10.2727	10.7547	9.92959
sp|O15031|PLXB2_HUMAN	9.14396	10	9.47423	10.3599	9.99717	11.4552	10.3293	10.65	10.1861	11.4817	9.794	11.3839	9.92868	9.13746	10.2484	9.35634	9.84847	8.82121	9.10051	9.30339
sp|O15037|KHNYN_HUMAN	10.5155	10.4705	9.3328	9.13634	9.59272	11.2307	9.56523	10.7433	10.6991	11.6286	10.6183	10.7384	8.96527	8.93715	10.2581	9.48988	8.71131	9.24912	11.1117	9.00599
sp|O15040|TCPR2_HUMAN	10.7199	9.97407	9.19563	11.2242	9.41947	9.17937	9.30717	11.3523	10.1618	10.46	9.76575	10.26	11.5524	8.82972	10.5056	10.1074	10.3304	9.37292	9.31737	8.96454
sp|O15042|SR140_HUMAN	9.94491	10.2446	10.094	10.0071	9.66292	10.7676	9.4011	10.0614	10.6887	9.82947	9.60346	10.3768	10.3068	9.10252	10.2592	10.2661	9.58692	9.86562	9.92416	10.0067
sp|O15047|SET1A_HUMAN	9.29701	10.03	8.4139	10.7162	9.31961	12.3125	9.681	11.1045	9.49878	11.7162	10.9959	10.6962	9.13717	9.05361	12.4525	8.50486	9.72552	9.9096	9.01257	8.42238
sp|O15056|SYNJ2_HUMAN	10.4063	10.3686	10.1456	9.32005	11.5056	8.03693	12.4707	9.1646	9.96102	8.43486	10.3838	8.80505	12.1143	7.56322	11.79	9.37527	12.6768	8.93228	9.02315	9.52177
sp|O15061|SYNEM_HUMAN	10.0682	10.0837	10.1444	9.9654	11.3076	8.12111	11.1864	8.91344	9.50114	8.49484	10.824	8.8537	11.3854	9.89496	10.4302	9.4032	10.9952	10.1478	9.94391	10.3354
sp|O15067|PUR4_HUMAN	9.71355	9.94615	9.65608	9.31802	9.82079	10.0696	9.54331	10.3184	8.94416	10.2976	9.59118	10.2817	9.3018	11.0692	9.7609	10.8047	10.1175	10.7196	10.3156	10.41
sp|O15068|MCF2L_HUMAN	9.28215	10.6025	9.33814	10.8002	9.53058	10.0199	10.1009	9.83872	10.5531	9.47307	10.2704	11.2241	11.0199	9.46889	10.4567	9.9242	10.5662	9.48369	9.56324	8.48339
sp|O15078|CE290_HUMAN	10.5279	9.52605	10.3292	10.5659	10.3071	9.59395	9.06393	11.1569	9.58793	9.44391	8.54453	11.8602	10.8041	9.39035	7.7654	9.34037	10.9919	9.8269	10.7789	10.5947
sp|O15084-1|ANR28_HUMAN	9.8772	9.05752	9.67901	9.52156	10.229	10.0792	9.58165	9.94412	9.70262	9.48876	10.0804	10.4343	9.38196	10.5204	10.021	10.2779	10.9371	10.7263	10.0499	10.4102
sp|O15085-2|ARHGB_HUMAN	10.3475	10.4678	10.0001	9.63288	9.87929	9.34398	9.76969	9.72573	9.96087	9.63128	10.3449	9.60516	10.2181	9.8765	10.227	10.0644	10.4626	9.81206	10.2363	10.3938
sp|O15091|MRRP3_HUMAN	9.26872	9.97642	9.80266	9.85093	10.1898	9.12032	9.23574	8.99928	10.6901	8.97648	10.3922	8.75898	9.3064	11.6605	9.50128	11.7887	9.54744	11.2639	9.9399	11.7303
sp|O15111|IKKA_HUMAN	9.8408	9.52358	9.66923	9.64379	9.20824	9.97426	9.79628	10.0656	11.1885	10.4113	10.5937	10.1675	10.1082	10.8999	10.6597	9.54088	8.96641	9.87881	9.51031	10.353
sp|O15116|LSM1_HUMAN	9.18732	10.2087	11.5801	10.3032	9.87814	8.78378	9.22309	8.96723	9.9066	10.2553	9.02746	9.66918	9.58992	10.9631	9.42371	10.1881	10.8888	10.3384	9.1052	12.5127
sp|O15118|NPC1_HUMAN	9.11707	10.8052	9.64592	10.7913	9.51163	10.7422	10.3646	10.4447	10.6917	11.2085	10.6986	10.6015	9.01972	9.36843	9.49515	9.67641	10.0484	9.48715	9.29994	8.98195
sp|O15120|PLCB_HUMAN	8.47726	10.1784	10.2393	10.1005	9.76988	12.3099	7.1479	12.1631	9.74656	10.7467	10.1389	9.14676	7.94052	10.4701	8.36483	12.3835	9.9255	10.4352	10.3738	9.94149
sp|O15121|DEGS1_HUMAN	9.48734	11.119	9.97353	10.2759	9.292	9.14712	11.0812	4.94531	11.7387	8.59606	9.83414	9.28639	9.43847	11.6618	12.0417	8.15876	7.65026	11.8692	11.7672	12.6358
sp|O15126|SCAM1_HUMAN	9.65606	9.86577	9.64191	9.15846	10.6496	10.0718	10.5396	9.58962	9.6796	10.1863	8.5693	10.0578	8.91963	10.9139	10.4004	11.081	9.79439	10.263	9.91987	11.0421
sp|O15127|SCAM2_HUMAN	9.04453	10.5382	9.85653	9.49425	10.2492	9.5602	10.1977	10.5571	10.2342	10.2179	9.90065	10.7028	8.61143	10.7996	9.79447	9.78319	12.3404	8.40436	10.3099	9.40335
sp|O15143|ARC1B_HUMAN	10.0317	10.1401	10.1225	10.0474	9.44802	10.1203	9.76034	10.0596	10.4706	10.5071	9.92563	10.5634	10.052	10.025	9.92061	10.0916	9.51638	9.68895	9.6343	9.87467
sp|O15144|ARPC2_HUMAN	9.99045	8.88695	9.90065	9.74942	9.68705	10.7092	9.84938	10.3635	10.3588	10.6858	10.1507	10.4903	9.11689	10.6101	10.1598	9.78845	9.33185	10.6229	9.96929	9.57849
sp|O15145|ARPC3_HUMAN	10.677	9.55711	10.8577	11.2597	9.24883	10.6342	7.82236	11.7759	9.55629	9.93645	8.87131	10.2339	10.0242	10.0593	8.69141	10.2231	9.66026	10.6463	9.33021	10.9344
sp|O15160|RPAC1_HUMAN	10.9851	11.1165	9.84021	9.97176	11.2421	8.97879	10.6744	9.89963	9.15353	9.90345	10.2989	9.15468	9.98445	10.1892	9.93995	10.232	8.96195	9.48487	10.2388	9.74965
sp|O15164|TIF1A_HUMAN	9.28933	10.0013	9.38905	10.1333	9.59381	11.2567	9.37321	10.7134	9.8613	11.3423	9.99799	11.2429	9.80484	9.85075	9.4679	10.6771	9.07907	9.92067	9.33596	9.66921
sp|O15173-2|PGRC2_HUMAN	9.74915	11.0286	10.1442	10.5502	10.152	9.38168	10.2269	10.0929	10.3578	9.75428	10.1581	9.90139	10.1556	9.90326	9.50268	10.0766	10.4145	9.10318	9.54327	9.80375
sp|O15211|RGL2_HUMAN	9.81693	8.99279	9.28484	9.27912	10.3885	8.9417	9.64268	10.6148	11.4931	10.2038	10.506	11.0175	10.4608	9.1795	9.99586	10.311	10.263	10.2599	9.45868	9.88947
sp|O15212|PFD6_HUMAN	9.9098	9.41897	9.50101	12.7152	10.1073	9.65091	9.72956	9.14645	10.36	9.50826	8.97671	10.5528	10.236	9.79249	8.42954	8.89312	10.6418	10.3745	8.92157	13.1341
sp|O15228|GNPAT_HUMAN	11.1818	5.71754	10.5956	6.46832	11.4788	10.5551	11.3476	10.4024	6.3648	10.0554	6.16552	10.7524	12.2751	11.5799	12.2528	10.9196	10.1455	10.646	10.4002	10.6956
sp|O15230|LAMA5_HUMAN	9.01251	9.66495	9.04036	10.6558	9.56653	12.2932	9.34891	11.3478	9.90905	12.2391	10.9556	11.944	9.32565	9.49318	9.29221	9.56692	8.96339	9.53243	8.82098	9.02743
sp|O15231-6|ZN185_HUMAN	11.0479	9.40397	9.61266	9.32144	10.5727	9.99394	8.75146	12.4831	9.12461	10.9566	9.12408	12.6651	10.1639	9.54091	9.65673	10.0038	10.3003	8.89513	9.27401	9.10759
sp|O15234|CASC3_HUMAN	10.3139	9.60114	10.1466	9.49728	10.0216	10.2004	10.519	9.12656	10.4183	9.44667	9.73259	10.2632	11.0384	8.47151	10.8306	9.66359	11.4596	9.02844	11.1098	9.11072
sp|O15235|RT12_HUMAN	9.31398	10.7948	9.62504	10.049	9.98119	9.78517	9.218	10.3441	9.85976	10.3724	10.6413	9.45657	8.62367	11.003	9.70898	10.851	9.55371	10.7122	9.66222	10.4437
sp|O15254|ACOX3_HUMAN	10.7184	5.03308	11.0036	4.81782	11.6564	9.99949	11.1195	11.6433	5.04506	10.1381	4.69466	9.89351	11.6248	12.6206	11.0907	12.4399	11.9059	11.258	10.9293	12.3677
sp|O15258|RER1_HUMAN	10.2935	9.41978	9.65166	10.5794	9.7159	9.90386	9.65671	9.05313	10.6498	9.3974	9.98875	9.64979	11.1999	10.2764	11.3574	9.76915	8.9294	10.2141	9.61297	10.681
