protein_id	D311	U311	S311	E311	L311	D312	U312	S312	E312	L312	D121	U121	S121	E121	L121	D122	U122	S122	E122	L122	D321	U321	S321	E321	L321	D322	U322	S322	E322	L322
sp|Q15526|SURF1_HUMAN	9.16259	7.63618	8.50164	7.85877	10.5061	9.48325	11.4683	10.2087	13.3188	11.8557	10.0373	10.1083	9.41226	8.98783	10.4822	9.64105	10.1974	9.3052	11.0705	10.758	9.37284	9.2726	9.84051	9.75211	10.0042	10.5777	9.31593	10.2124	10.816	10.8357
sp|Q15545|TAF7_HUMAN	10.7337	10.3117	10.2396	10.4253	10.1423	9.83452	9.71549	9.09312	9.92413	9.58012	11.0116	10.3675	10.1379	10.7341	9.47829	9.58209	9.7136	9.94332	10.0613	8.97011	10.5344	10.2961	9.91513	8.94114	9.56198	11.3294	9.57397	8.56547	10.3282	10.9543
sp|Q15554-3|TERF2_HUMAN	9.97646	8.5925	9.79671	10.2405	10.8587	8.85304	9.65569	9.82392	11.5161	10.6864	9.26612	10.7914	9.96687	9.93937	9.29162	10.4858	9.89505	9.44956	10.3721	10.542	9.49296	11.5237	10.6211	11.2148	9.50284	9.25029	8.7803	9.85534	9.9831	9.77567
sp|Q15555|MARE2_HUMAN	10.2984	10.4925	9.2667	10.2488	9.32942	10.2865	9.91013	10.5935	9.29429	10.2799	10.0289	9.45279	10.099	10.3052	9.91873	9.53428	10.7581	10.5963	9.65195	9.65476	10.2115	10.2723	9.68584	9.65746	10.4284	9.76154	10.433	9.95203	10.2924	9.3054
sp|Q15562-2|TEAD2_HUMAN	10.6979	10.8462	9.85828	11.2063	9.93717	9.78532	8.87735	8.1859	10.4207	10.1849	10.2323	10.0999	10.8589	10.7161	10.5502	10.7798	8.31256	8.06117	10.2881	10.1011	10.4305	10.9657	11.0674	10.8825	8.71593	8.61526	8.87551	9.83023	10.2259	10.3911
sp|Q15596|NCOA2_HUMAN	9.02802	9.3247	9.5995	9.41295	9.43596	10.2192	10.3529	10.6063	11.462	10.5584	10.1299	10.2468	9.43472	9.82901	9.58057	9.79138	10.1005	10.9588	10.2335	9.69473	8.74748	9.4932	8.98111	10.0741	10.213	10.1838	10.1957	10.8951	10.3249	10.8916
sp|Q15628|TRADD_HUMAN	9.94843	9.42654	10.5969	10.1969	10.53	9.69084	10.2069	9.07389	10.2964	10.0332	10.4406	11.9639	11.3214	9.14065	9.89425	9.5123	9.49889	8.43808	10.269	9.52089	10.1258	10.2728	10.2204	10.2565	9.14706	9.43276	8.84608	8.9009	9.255	13.5427
sp|Q15629|TRAM1_HUMAN	11.7466	10.5169	11.6881	9.14428	10.181	8.18249	9.25285	10.2784	9.937	9.07235	9.00991	9.06494	10.0086	9.58514	10.899	11.1509	10.5657	9.92413	9.32728	10.4643	9.79281	10.3688	12.3702	13.704	9.92926	11.3142	9.7112	7.89143	6.92559	7.99249
sp|Q15631|TSN_HUMAN	9.93282	9.54067	8.98565	9.49661	9.0418	9.90758	9.46756	12.2847	10.0407	11.3019	8.82254	10.14	9.24184	10.0948	10.3182	10.6504	10.51	10.0013	9.18323	11.0376	10.5234	9.62724	8.99288	9.8067	8.65873	10.1089	12.2001	10.4468	9.66089	9.97437
sp|Q15633|TRBP2_HUMAN	9.06464	9.19268	9.3687	12.4512	10.5544	10.3601	10.5728	10.2282	8.57441	9.63282	9.22462	15.398	9.77624	9.94523	9.11367	10.0684	8.85154	8.83747	9.77853	9.00626	10.1522	10.1378	9.4331	9.98615	9.25568	9.84096	11.1435	10.6218	9.30296	10.1259
sp|Q15637-5|SF01_HUMAN	10.054	9.91309	9.2028	9.96166	9.61024	9.96137	10.0125	9.61284	11.152	10.5194	9.79267	11.6501	9.53633	9.78554	8.94007	10.492	9.6028	9.75161	10.2738	10.1752	9.62906	9.74251	9.90327	9.61704	10.0085	9.70942	9.34546	10.0757	11.2311	10.7379
sp|Q15642|CIP4_HUMAN	9.92614	9.7343	11.6043	10.3085	9.15308	9.79984	9.90897	10.1124	9.58113	9.87132	9.44473	10.3736	8.90787	10.4249	9.13703	10.5534	9.7236	11.0595	9.92313	10.4523	9.67849	10.185	9.9918	9.72624	10.2073	9.85537	9.83658	9.99916	10.1073	10.4128
sp|Q15643|TRIPB_HUMAN	9.19265	10.3178	9.28397	10.3175	10.7899	10.8074	10.2255	10.8014	9.02538	9.23859	9.97914	10.3502	10.0292	9.93156	9.96413	10.4827	10.1054	10.2829	9.64816	9.22662	9.32756	9.26138	9.70869	9.87082	10.1252	10.121	11.2037	11.3693	9.45945	9.55285
sp|Q15645|PCH2_HUMAN	9.76763	9.23016	8.63731	9.22925	9.60946	8.39607	11.8034	11.4412	10.9329	10.9526	9.12577	11.1048	10.2756	9.35109	9.96229	10.3638	10.0323	8.93398	10.0872	10.7632	10.5126	8.31318	7.42613	7.44654	7.74051	8.54629	13.2658	13.2493	11.2903	12.2094
sp|Q15648|MED1_HUMAN	11.8658	12.2981	14.4282	9.358	9.45172	11.0523	7.87401	6.3328	8.0849	9.25416	10.4564	9.57571	9.89645	9.4936	9.95875	9.98931	10.4195	9.46556	10.5429	10.2019	9.25406	9.58364	10.0799	9.28861	10.9301	10.2072	10.0854	9.99724	10.359	10.2148
sp|Q15650|TRIP4_HUMAN	9.62969	10.3347	10.2156	10.9358	10.4148	10.9845	10.1003	10.3005	8.39881	8.68548	9.7426	10.0509	10.0444	9.93527	9.33742	10.4179	9.83813	10.5515	10.0753	10.0067	10.3607	10.3131	9.87843	9.63871	10.0874	9.97214	10.7249	11.0665	9.13772	8.82031
sp|Q15654|TRIP6_HUMAN	10.5526	10.9638	10.3152	12.051	8.65795	10.6102	10.3039	8.09659	8.56397	9.88482	9.45215	12.5133	10.7302	9.28169	8.759	8.71621	11.4167	9.75074	10.5561	8.8239	7.95213	8.52225	9.28784	10.5974	9.85419	11.3319	10.6355	8.9893	11.5717	11.2578
sp|Q15691|MARE1_HUMAN	9.70467	10.3877	10.1595	10.254	9.01933	10.7721	9.99644	10.1963	9.48805	10.0219	10.6562	9.71293	10.4427	10.2898	10.3267	9.87534	9.63806	9.90321	9.78527	9.36989	10.8307	9.87425	9.72438	9.95711	8.71526	9.84587	11.364	10.4286	9.63922	9.62072
sp|Q15700-2|DLG2_HUMAN	9.04742	9.48921	8.63543	9.4268	8.61325	9.38278	10.1504	10.0089	12.5828	12.663	9.82538	9.8715	9.35359	10.4555	9.08033	10.3705	9.86194	10.4487	10.5706	10.162	9.669	10.2477	9.79422	8.99528	9.61835	9.69177	9.58517	9.8648	11.4204	11.1133
sp|Q15714|T22D1_HUMAN	10.5542	10.2875	10.1658	10.2843	10.76	9.68646	10.5843	9.23689	9.94283	8.49766	9.51477	9.32872	9.73301	10.3261	9.97307	11.133	9.79932	9.40218	10.1805	10.6093	10.5779	10.2759	9.47155	9.59497	10.0826	9.96007	9.68673	10.0488	10.8495	9.45199
sp|Q15717|ELAV1_HUMAN	9.98798	9.73351	9.88311	9.65324	9.64874	10.1615	10.4021	9.70109	10.4617	10.367	9.77589	10.2388	9.27477	10.1785	9.24328	10.6489	9.6933	10.8413	9.87207	10.2332	10.1067	10.2251	11.538	11.1669	9.76389	9.91285	9.41821	9.27076	8.36047	10.237
sp|Q15735|PI5PA_HUMAN	9.53685	9.63451	14.3015	10.0545	10.9089	10.2627	8.23475	10.901	7.50284	8.66248	8.41013	8.21478	10.9133	10.3274	12.7316	10.6372	9.80939	9.30664	9.84186	9.80769	10.0482	10.0211	9.49146	9.75026	11.2064	10.3042	10.3984	11.1237	8.82704	8.8294
sp|Q15738|NSDHL_HUMAN	8.95786	9.17054	9.89108	9.80574	11.5889	11.3776	10.7742	10.1684	9.14277	9.12283	10.156	10.1762	10.3475	9.162	10.9437	10.0523	10.3653	9.41153	9.83445	9.55108	8.78803	8.36021	8.96893	9.93996	10.5669	10.7977	12.1985	11.475	9.33583	9.56904
sp|Q15742|NAB2_HUMAN	9.37351	12.5364	12.5374	11.4618	10.885	10.58	7.70034	6.81078	9.36797	8.74676	10.9072	12.2189	10.4225	9.32391	9.72477	10.4077	8.67517	9.24051	9.55307	9.52622	7.97271	8.53493	13.0939	13.8116	10.275	12.4645	6.53158	6.3495	9.70386	11.2624
sp|Q15746|MYLK_HUMAN	10.8108	10.9743	10.4648	8.95182	8.8809	8.13284	11.6099	9.63608	10.5158	10.0228	9.93424	11.6949	10.1518	10.5636	9.38173	10.1128	9.24228	9.96157	9.43954	9.51764	11.101	10.112	9.38505	9.06283	8.99116	8.34736	10.4009	10.3089	11.391	10.8999
sp|Q15750|TAB1_HUMAN	10.1225	9.81818	9.52963	9.25984	9.69431	9.54838	10.6792	10.0426	10.9394	10.3659	9.72864	10.5864	9.73834	10.2083	9.44871	10.2249	9.84589	10.4235	9.81392	9.9813	9.704	10.0174	9.07809	9.34766	9.66519	9.48561	10.4892	10.9654	10.6898	10.5576
sp|Q15751|HERC1_HUMAN	9.35009	9.96014	9.24924	10.1714	10.0302	10.3117	9.86892	10.3904	10.2609	10.407	10.256	10.8292	9.96597	10.6074	9.91599	9.73289	9.79389	10.5998	9.17015	9.12876	9.89968	9.59424	10.0889	10.1607	10.4991	10.0554	10.2496	9.92496	9.70526	9.82224
sp|Q15758|AAAT_HUMAN	10.1083	9.38539	12.454	10.601	8.02622	6.88288	13.4842	11.6496	9.04343	8.36493	10.1807	10.8451	11.4222	11.7816	8.93225	9.84802	8.56511	9.7599	9.35821	9.30689	10.0815	9.36911	8.89277	10.5231	8.30848	8.00043	13.4466	10.3231	11.4136	9.6412
sp|Q15771|RAB30_HUMAN	10.5631	9.44969	11.0321	9.26112	9.78593	8.40618	10.1819	10.1779	10.8286	10.3136	9.98033	9.20418	11.2304	9.45217	13.0831	9.05111	9.2309	8.90351	10.2667	9.59759	9.96426	10.1851	10.4858	9.46084	9.82858	9.54839	10.9672	10.9739	9.4834	9.10255
sp|Q15772|SPEG_HUMAN	10.3087	10.6696	11.7313	10.7146	10.2334	9.87249	8.73888	9.08541	9.37618	9.26956	9.9327	9.75978	10.082	9.97842	10.1906	10.0181	10.0794	9.60201	10.317	10.0399	10.3854	10.0731	10.3662	10.797	10.6695	10.0612	9.07627	8.96484	9.70941	9.89695
sp|Q15773|MLF2_HUMAN	11.0275	15.0548	12.1397	13.8179	9.17494	9.52516	7.35184	8.49216	5.82555	7.59035	10.9163	12.2304	12.4119	10.0583	8.27433	9.44985	9.20973	10.7001	8.3906	8.35836	9.83752	10.2928	10.8309	12.1701	10.4514	10.5598	7.91025	8.49669	9.80208	9.64846
sp|Q15785|TOM34_HUMAN	9.66183	10.1111	10.8763	10.8975	11.0097	10.1113	9.59124	8.95427	9.5094	9.27736	10.2594	10.3977	10.5201	9.63848	10.0789	10.2441	9.59946	9.91535	10.0229	9.32367	10.1504	9.76408	9.94171	9.99275	9.56976	10.239	10.5068	10.4379	9.99249	9.40515
sp|Q15788|NCOA1_HUMAN	9.83842	10.9052	9.52977	10.8969	12.0047	8.64405	9.98028	8.735	9.01436	10.4513	9.23347	8.41061	11.1513	9.49664	8.90555	8.73632	11.8501	9.32578	10.561	12.3292	9.53574	10.2806	10.0399	10.3244	11.1889	9.87143	8.64977	9.66787	9.62981	10.8116
sp|Q15796|SMAD2_HUMAN	9.65422	9.84985	9.30094	9.03232	10.0854	9.72867	9.92805	10.3115	11.2825	10.8266	9.84395	11.267	10.5214	9.74776	9.79244	9.4007	8.84913	9.79529	11.4517	9.33063	9.73328	10.441	10.4036	10.0526	9.86239	9.75401	9.75726	9.56346	9.63724	10.7952
sp|Q15797|SMAD1_HUMAN	11.1157	8.01204	10.38	11.762	11.4194	10.2379	8.6235	9.01874	9.68082	9.7499	9.66444	10.1071	9.52689	9.82088	9.33482	10.3477	9.84855	10.3849	10.5026	10.4621	10.3771	9.29809	9.21697	7.87819	9.7264	7.99115	10.0126	13.5005	10.5334	11.4656
sp|Q15800|MSMO1_HUMAN	7.87853	7.48687	10.0642	9.51339	14.569	11.5524	8.56018	7.96154	10.9658	11.4481	7.56683	7.46815	9.65885	9.67854	13.8999	11.3895	9.71289	7.41189	11.0408	12.1726	9.29799	6.61108	7.02457	7.2185	15.3288	12.5935	9.50821	8.3812	12.1709	11.8652
sp|Q15811-8|ITSN1_HUMAN	9.90983	10.3047	10.0015	10.5014	9.87111	10.0585	9.52412	9.37596	10.2768	10.1761	10.2956	10.3227	10.4361	9.94322	9.50137	10.0611	9.93714	9.90482	9.90135	9.69654	10.0571	10.2216	10.3729	10.361	10.0804	9.47384	9.45467	9.41449	10.2413	10.3227
sp|Q15813|TBCE_HUMAN	9.65971	9.85328	9.4041	9.87849	9.58923	9.8674	11.1022	11.1934	9.50893	9.94324	9.7278	9.97098	8.88114	10.0756	10.3512	9.86702	11.2471	10.806	9.74306	9.33014	9.902	10.1342	9.29215	9.86711	9.69963	9.30485	11.0492	10.6842	10.3078	9.75884
sp|Q15814|TBCC_HUMAN	10.1856	10.4226	9.88181	9.3697	9.02262	9.81592	10.1926	9.80614	11.4559	9.84706	10.1348	9.95472	9.34095	10.4693	9.98816	10.5141	9.61005	10.1654	9.74289	10.0797	9.91751	9.78117	9.63051	10.0875	9.73835	9.42551	10.1953	9.73888	10.513	10.9722
sp|Q15819|UB2V2_HUMAN	10.6631	10.2364	9.74196	9.69963	9.32787	9.40128	10.6996	10.3563	10.2827	9.59121	9.9042	9.56481	9.88786	10.747	10.7171	9.97051	8.71256	10.7558	9.69407	10.0461	10.1036	10.5082	9.78339	9.53912	9.75752	9.64235	9.95144	10.1808	10.562	9.97158
sp|Q15831|STK11_HUMAN	9.27301	9.27443	8.90539	9.53776	9.82271	10.2144	9.35284	8.96517	12.0987	12.5557	9.4649	10.8832	10.1879	9.56221	8.88222	9.53729	10.9979	9.53073	10.8383	10.1153	9.40584	10.3707	9.7289	9.23775	9.89803	9.41345	9.39995	9.74693	11.7251	11.0734
sp|Q15833|STXB2_HUMAN	10.2856	10.6957	10.2467	10.3512	9.72228	10.6526	8.79488	9.18791	10.0672	9.99609	9.03786	9.77917	9.32757	9.54973	9.77571	10.2947	10.7121	10.3826	10.3027	10.8378	10.7592	10.9562	10.1895	9.91848	9.04989	10.0458	9.91163	9.09426	10.0608	10.0143
sp|Q15843|NEDD8_HUMAN	10.9554	9.73335	9.09652	8.80033	10.7871	10.2138	10.4068	11.6662	9.21728	9.12329	10.6651	9.56589	10.1083	9.74738	10.7349	9.66057	10.4714	10.5888	9.65196	8.80577	9.72749	10.3827	10.0164	12.184	9.61859	9.12397	11.5305	9.12782	9.12054	9.16786
sp|Q15904|VAS1_HUMAN	9.45509	10.1398	10.2714	9.91267	10.5792	10.0295	9.4386	10.0888	10.2884	9.79646	9.61493	10.2933	9.91499	10.169	11.161	10.692	9.3381	9.4337	8.98852	10.3945	9.61594	9.43388	9.26566	10.7836	10.2868	9.85962	10.7259	12.0397	9.88523	8.10372
sp|Q15907|RB11B_HUMAN	10.0362	9.26595	10.0351	9.34632	10.4576	9.24977	10.4944	10.2822	10.4762	10.3564	9.65242	10.5206	10.3542	9.52557	10.4961	10.0725	10.2534	9.67913	9.65454	9.79158	10.0374	9.21659	10.1915	9.20515	9.66824	9.6714	10.9382	10.9182	10.0867	10.0666
sp|Q15942|ZYX_HUMAN	10.6932	12.4338	12.5398	11.5555	9.80589	10.0777	9.02719	7.95886	7.97556	7.93249	10.9446	10.003	11.4163	9.70052	9.53544	9.53619	9.82543	10.3234	9.21677	9.49838	10.4728	9.48897	10.8779	11.9596	10.353	9.7127	9.74063	8.51763	9.38486	9.49189
sp|Q16082|HSPB2_HUMAN	9.90988	10.2238	10.535	10.0979	10.6452	10.0968	9.64224	8.64801	9.77551	10.4257	9.50771	8.98842	9.51107	10.4346	9.58922	10.3884	10.5241	10.2445	10.57	10.242	9.68021	10.2347	9.97942	10.1381	10.7111	10.5205	8.84101	9.72915	9.88738	10.2785
sp|Q16134|ETFD_HUMAN	9.38164	9.44544	9.62907	9.77476	9.58571	10.0246	10.0248	10.2104	10.8064	11.1172	10.0733	10.3934	9.52361	9.99767	9.15255	10.0503	9.68127	10.3958	10.1514	10.5807	9.37455	9.6776	10.0486	9.86169	10.1226	10.2894	10.0009	10.5294	10.026	10.0692
sp|Q16181|SEPT7_HUMAN	9.97281	9.2466	8.68736	9.55391	9.41338	10.2532	10.0485	10.5559	11.0744	11.1939	10.4967	9.86637	9.74685	10.0326	9.7114	10.0606	10.1517	10.2518	9.98599	9.69607	9.79292	9.79111	9.81669	9.5692	9.22319	9.63205	10.1524	10.0613	11.413	10.5481
sp|Q16186|ADRM1_HUMAN	9.60036	10.3254	8.99631	9.99769	10.5054	9.66083	10.0646	9.80261	10.8455	10.2012	9.69421	10.2162	9.22825	10.2095	10.0814	10.2196	11.5323	9.25727	9.98937	9.57198	10.2298	10.5315	9.41297	10.0934	9.45896	10.1704	9.4142	10.3368	10.3268	10.0252
sp|Q16204|CCDC6_HUMAN	9.1104	10.8247	9.50545	10.737	9.85826	10.4003	10.0407	10.3398	9.17523	10.008	9.47623	10.3891	9.87391	10.134	9.00635	10.8393	9.53554	10.7824	9.78936	10.1738	9.643	10.2671	9.99725	10.1817	10.1347	9.60294	10.2882	10.1239	9.95204	9.80916
sp|Q16222|UAP1_HUMAN	9.70721	10.4645	9.5088	9.61709	10.4366	9.1948	10.1148	9.86958	10.6757	10.411	10.4089	10.4668	9.83107	10.8308	11.6606	9.43736	9.84194	9.65252	9.11609	8.7539	10.8254	9.36024	11.3736	10.4638	9.41187	10.0317	9.42159	8.35101	9.9955	10.7653
sp|Q16254|E2F4_HUMAN	9.38757	10.4246	9.66995	10.1507	10.8287	10.4161	9.04749	9.55105	10.9395	9.58433	9.76239	9.35902	10.8609	9.99267	10.7603	9.75899	11.0387	9.55613	8.1763	10.7345	9.18262	9.75798	10.0688	9.70421	9.45259	11.5541	10.0817	10.5099	9.30471	10.3833
sp|Q16270|IBP7_HUMAN	12.1419	11.2782	9.85309	9.80539	10.1685	10.711	10.4612	9.6802	7.68414	8.21638	11.0194	10.2698	10.0313	10.5218	10.1835	10.8381	9.72528	9.48753	9.79776	8.12545	12.2074	12.583	9.90512	10.1903	8.86414	9.62544	10.8092	11.1792	7.1661	7.4701
sp|Q16352|AINX_HUMAN	12.6231	9.5711	15.5349	11.1839	9.87246	8.56081	10.5804	8.11835	7.46292	6.492	11.0381	9.65523	11.1029	10.4708	9.85239	8.64429	10.784	9.84218	9.84845	8.76164	9.89497	10.6176	8.8244	10.531	10.2019	10.4692	11.535	11.2542	8.79183	7.87981
sp|Q16363|LAMA4_HUMAN	9.32227	10.286	11.5825	11.17	10.5159	9.75436	9.35575	8.81035	9.59377	9.60907	10.2905	10.993	10.9927	9.62039	10.1783	9.61953	9.03403	9.17522	10.0304	10.0659	10.0739	9.43242	10.1956	10.7931	10.3087	10.0293	10.9761	9.80118	8.5029	9.88673
sp|Q16401|PSMD5_HUMAN	9.59091	10.1313	9.09712	10.0218	9.79174	9.779	10.2908	10.3753	10.3335	10.5884	9.54643	10.7974	9.86059	9.95582	9.5012	10.239	9.83456	10.0419	10.0416	10.1815	9.48423	9.37002	9.56356	9.51952	9.30999	10.6392	10.808	10.3028	10.2574	10.7452
sp|Q16512-2|PKN1_HUMAN	10.136	10.8774	9.80926	10.359	9.88247	9.68	9.91647	9.87804	9.78791	9.67352	9.60823	10.1246	9.80472	10.1343	10.1517	10.158	10.3907	9.94295	10.2592	9.42564	9.84983	10.718	9.51715	10.144	10.0597	9.32973	10.1491	10.405	9.89243	9.93509
sp|Q16513|PKN2_HUMAN	9.83454	10.2435	10.4603	10.158	10.3575	9.54903	9.31528	9.12678	10.6533	10.3018	10.076	10.1291	10.4654	9.74221	9.93402	9.72825	10.2979	9.30569	10.3151	10.0063	9.65145	9.7513	10.268	9.91974	10.2031	9.79936	9.79384	9.84388	10.1755	10.5939
sp|Q16527|CSRP2_HUMAN	11.4864	11.4732	8.02808	9.99053	9.04895	10.5225	7.78154	8.20385	11.9356	11.5293	10.5926	10.2675	10.5222	10.1452	10.2063	10.4065	9.15928	9.44794	10.2653	8.98716	10.0164	9.8829	9.83298	8.84482	10.397	10.7863	9.20609	8.61004	11.3432	11.0803
sp|Q16531|DDB1_HUMAN	9.77409	9.84745	9.57183	9.11911	9.63582	9.47727	10.0221	10.3099	11.0065	11.2359	9.87573	9.97945	10.0753	9.40766	10.3274	9.98567	10.2549	9.72462	10.1955	10.1738	9.58991	9.75196	9.84051	9.47076	9.9155	9.96433	10.0469	10.4781	10.3477	10.5943
sp|Q16537|2A5E_HUMAN	11.2559	9.29347	10.975	9.4196	10.4726	9.32728	9.48146	9.91729	10.3677	9.48971	9.90679	10.0004	9.7608	10.6053	10.4454	9.92404	9.99716	9.84384	9.593	9.92327	10.8366	9.82748	10.0983	9.90366	9.17198	10.396	11.1464	9.80356	9.40158	9.41446
sp|Q16539|MK14_HUMAN	10.5517	9.8764	10.6059	9.87758	10.3947	10.0771	7.60601	8.15766	11.416	11.437	9.9965	10.1197	10.6785	9.8778	11.0804	10.0369	9.38739	8.54948	10.0908	10.1825	10.9741	10.629	9.84292	9.97622	9.30568	10.1552	8.29459	8.66888	11.641	10.5124
sp|Q16540|RM23_HUMAN	9.11641	9.27753	9.53865	9.35621	10.0774	10.1721	10.961	10.7323	10.5531	10.2153	9.48008	10.6738	9.91337	9.50066	10.5505	9.92609	10.3008	9.69886	10.3249	9.63102	9.24086	9.45775	7.9498	8.45399	9.57732	9.72773	10.8268	13.6186	12.6153	8.53175
sp|Q16543|CDC37_HUMAN	10.1345	10.637	10.1564	9.57673	9.44038	10.1693	10.6057	9.6733	9.72386	9.88282	10.5208	9.87375	10.2085	9.80362	9.68711	9.72704	10.1449	10.1749	10.2754	9.58397	10.1333	10.3033	9.46228	9.57849	9.78251	9.62377	10.482	10.1547	10.3482	10.1314
sp|Q16555|DPYL2_HUMAN	9.30901	8.913	9.0371	8.63943	9.19322	9.83766	10.1664	9.73783	12.741	12.4253	9.39837	9.43143	9.36294	9.18228	9.67185	10.486	9.93343	9.88195	11.4884	11.1633	8.55694	8.98369	9.61099	9.4615	10.1223	10.1675	9.21634	9.64468	11.1983	13.0378
sp|Q16563|SYPL1_HUMAN	9.64731	9.53292	10.8812	8.67941	11.2887	9.19928	9.62627	9.65032	11.5076	9.98693	9.27929	10.3549	9.83571	9.98575	10.714	9.81721	9.83915	9.15126	10.6927	10.33	9.41986	8.72217	8.34521	9.33179	11.6812	11.8725	8.88105	9.07984	11.8334	10.8329
sp|Q16576|RBBP7_HUMAN	9.74592	9.12606	9.89638	10.1903	10.0128	9.57386	9.87436	9.17972	11.4306	10.97	10.3939	10.0148	11.3161	9.20209	9.25816	10.0251	9.56298	9.3995	10.4476	10.3798	9.84362	10.0088	10.4144	9.38485	10.0659	10.0001	8.99223	9.51752	10.4548	11.3178
sp|Q16595|FRDA_HUMAN	6.91026	11.68	9.57826	11.2012	10.1579	12.1853	8.48964	10.719	8.42347	10.655	9.44874	8.76708	8.84093	9.35159	9.93893	10.5996	10.1146	11.0714	11.2489	10.6183	9.6203	8.84779	9.03401	9.6378	10.5795	10.653	10.6313	10.7129	9.8736	10.4097
sp|Q16611|BAK_HUMAN	10.434	9.32322	10.076	8.73659	10.4354	9.10867	10.6436	10.5912	10.4288	10.2226	9.32538	10.4389	10.0593	9.00013	10.5244	9.80526	11.4539	8.57023	10.1288	10.6936	9.97177	8.58927	9.60897	8.77765	9.22936	13.3323	10.1689	11.0072	10.6248	8.68987
sp|Q16629|SRSF7_HUMAN	9.82997	9.8094	10.746	10.233	9.87701	10.1968	9.85095	10.017	9.68577	9.75412	10.6595	10.0069	9.8444	10.0219	9.34407	10.2804	10.4065	9.58841	10.0354	9.81253	10.0288	10.8444	10.1413	9.99895	9.33651	9.91777	9.5722	10.1809	9.77366	10.2056
sp|Q16630-2|CPSF6_HUMAN	9.75177	9.96892	9.30942	10.0649	9.75418	10.4264	9.6386	9.74706	10.6454	10.6934	9.83218	10.2067	9.49475	9.71218	9.17824	10.4643	10.2596	10.2835	10.1355	10.4331	9.949	9.94501	10.711	10.0595	9.96118	10.1798	9.41484	9.89202	9.8683	10.0194
sp|Q16643-3|DREB_HUMAN	10.2094	11.2559	11.896	11.0101	10.1346	9.50819	9.68487	8.90548	8.67831	8.71711	10.2775	10.2336	9.71627	10.374	10.3471	10.4255	9.42883	10.4201	9.26621	9.51083	9.76331	9.84587	10.0064	10.6743	8.91232	9.052	10.8503	10.8759	10.2297	9.78984
sp|Q16644|MAPK3_HUMAN	10.2395	8.95974	10.442	9.4299	10.5203	9.83875	8.19741	8.36399	12.68	11.3283	9.60624	8.85477	10.588	10.6493	10.6543	10.1401	9.09765	9.03707	10.9686	10.404	9.90064	11.1976	10.7814	10.5297	10.2231	11.9938	7.13272	7.42156	9.50855	11.311
sp|Q16658|FSCN1_HUMAN	10.1684	10.849	10.1672	9.63221	9.28461	9.3331	10.6769	10.4355	9.94095	9.5122	10.3211	10.3791	9.98757	10.2809	9.68874	9.67905	10.0972	10.2776	9.82546	9.46334	9.77953	10.0268	9.80893	9.88213	9.84396	9.26592	10.3825	10.4903	10.2312	10.2888
sp|Q16698|DECR_HUMAN	9.17783	9.28525	9.36548	9.51709	9.9073	9.84878	10.9307	10.6646	10.7439	10.5591	10.193	10.8266	9.42736	9.63727	9.1157	10.0536	9.78854	10.1738	10.2863	10.4979	9.30815	9.03396	9.73432	9.44544	9.72828	10.7298	10.5442	11.0404	10.0964	10.3391
sp|Q16718|NDUA5_HUMAN	9.46838	10.0678	9.83295	10.0876	10.2827	9.807	10.0858	10.0228	10.1201	10.225	10.0496	10.2171	9.39386	10.0949	9.38117	9.56956	10.2218	10.4606	10.5742	10.0373	10.2121	9.60964	9.15631	8.44162	9.14613	10.6196	11.8646	11.3953	10.4909	9.0637
sp|Q16740|CLPP_HUMAN	9.08471	8.71408	9.98469	9.1712	10.014	9.87683	10.5427	10.5687	11.4314	10.6117	10.2028	10.5927	10.4042	9.68989	9.49075	9.60299	9.41785	10.1885	10.2792	10.1312	9.39704	9.09771	10.2616	8.88808	9.49566	10.8818	11.1369	10.6942	9.38347	10.7636
sp|Q16762|THTR_HUMAN	9.53565	9.22871	9.40013	9.2291	9.91885	9.78738	10.2453	10.3846	11.4887	10.7816	9.99034	10.1819	9.99881	10.6131	9.25486	9.66197	8.90964	10.9412	9.82604	10.6221	9.05658	9.16874	9.94886	9.63347	10.2294	10.163	9.73638	10.3058	10.7927	10.9651
sp|Q16763|UBE2S_HUMAN	12.5294	10.9514	10.2219	10.0606	8.00108	7.26613	11.9084	9.32343	9.62943	10.1082	11.2446	10.8399	10.6798	10.2283	10.8732	10.3362	9.29635	9.14354	8.96167	8.39656	10.4812	9.92173	9.79851	9.41118	8.88106	8.8722	9.36684	10.1233	12.1823	10.9618
sp|Q16773|KAT1_HUMAN	10.4359	9.13955	10.376	8.48669	8.38419	9.16375	11.0956	10.8766	11.1848	10.8569	9.71235	9.22201	10.0441	10.1306	11.299	9.63272	9.63996	9.66273	10.8099	9.84669	10.6664	10.1974	9.78555	9.04216	9.21828	9.02124	10.5746	10.7813	10.3232	10.3898
sp|Q16774-2|KGUA_HUMAN	9.50972	9.88453	8.7655	9.78655	10.1364	10.446	10.1159	10.8087	9.87012	10.6765	9.81311	9.9488	9.45253	10.2444	9.657	10.1553	10.2537	10.2162	10.336	9.92294	10.2388	9.72853	12.0522	11.37	10.3034	10.9418	8.74031	8.05001	8.01657	10.5583
